title,url,source,category,college,location,description,department,specialization,systemGroup
Assistant Professor,https://apply.interfolio.com/169270,NY,Faculty,Columbia University,"Columbia University, NY","The Department of Earth and Environmental Sciences (DEES) of Columbia University (CU) seeks applicants for a tenure-track Assistant Professor position in physics of the ocean and/or atmosphere. The position is expected to begin July 1, 2026 and is contingent on final confirmation of funding. DEES faculty perform their research at the Lamont-Doherty Earth Observatory (LDEO), which provides a rich and collaborative geoscience community on its own campus. We seek candidates with a focus on global problems and using computational methods (modeling, theory, data analysis, data assimilation, machine learning) for physical oceanography, atmospheric dynamics /physics, and/or coupled atmosphere/ocean dynamics. The successful applicant is expected to develop a high-impact research program that is focused on problems of global significance, that emphasizes interdisciplinary collaborations, and that complements existing faculty interests and strategic priorities in DEES, LDEO, and the Climate School. &nbsp; &nbsp;",,,New York Public
Assistant Professor,https://apply.interfolio.com/175684,NY,Faculty,Columbia University,"Columbia University, NY","The Department of Earth and Environmental Sciences (DEES) seeks applicants for a tenure-track Assistant Professor position in solid Earth geophysics. Expertise in marine geophysics and/or geophysics for geohazards is preferred, including, but not limited to: earthquakes and tsunamis, active plate boundaries, volcanoes, landslides, and the study of Earth structure. The successful applicant will interact with researchers across DEES, the Lamont-Doherty Earth Observatory (LDEO), and the Columbia Climate School, complementing ongoing research in marine and global geophysics and in geohazards, and is expected to develop a high-impact research program based at LDEO, and to demonstrate strong potential for effective teaching at undergraduate and graduate levels. The position is expected to begin July 1, 2026 or January 1, 2027. Applicants should have a PhD in earth and environmental sciences or related field. Review of applications will begin immediately and continue until the position is filled. For full consideration, applications should be submitted by January 31st, 2026. A complete application should include: 1) a cover letter 2) curriculum vitae 3) statement of current and proposed research (max. 3 pages), 4) statement of teaching interests (max. 1 page), and 5) a list of 3 reference letter writers including full name, position, institution, contact information. Questions regarding this position may be directed via email to Terry Plank (tplank@ldeo.columbia.edu) or Jacky Austermann (jackya@ldeo.columbia.edu)",,,New York Public
Assistant Professor,https://apply.interfolio.com/171089,NY,Faculty,Columbia University,"Columbia University, NY","The Columbia University Department of Psychology invites applications for two assistant professor positions. One will begin on July 1, 2026 and the second position, pending budgetary approval, will begin on July 1, 2027. We seek applications from individuals studying human behavior with specializations in Cognitive Science and/or Cognitive Neuroscience that complement current areas of expertise within the Department. Examples of research areas of special interest include perception, attention, learning and memory, cognitive control, language and higher-level cognition and their intersection with other domains of behavior. Successful candidates will have a demonstrated record of research productivity and teaching commensurate to the level of the faculty position. Individuals with expertise in methods ranging from behavioral methods to neuroimaging, computational approaches, AI, patient studies, psychophysiology and/or individual differences will all be considered. It is expected that the candidates will develop a vigorous independent research program, continuing the long Columbia University record of forefront accomplishment in science. Applicants for the positions must possess a doctoral degree in Psychology or a related field and have demonstrated the ability to do pioneering research as well as the promise of excellence in teaching and mentoring at both the undergraduate and graduate levels. Review of applications will begin on &nbsp;November 1 st and will continue until the positions are filled.",,,New York Public
Assistant Professor,https://jobs.liu.edu/#/job_details/4779,NY,Faculty,Long Island University,"Long Island University, NY",,,,New York Public
Assistant Professor,https://jobs.liu.edu/#/job_details/4184,NY,Faculty,Long Island University,"Long Island University, NY",,,,New York Public
Assistant Professor,https://jobs.liu.edu/#/job_details/4306,NY,Faculty,Long Island University,"Long Island University, NY",,,,New York Public
Assistant Professor,https://apply.interfolio.com/157896,NY,Faculty,University of Rochester,"University of Rochester, NY","The Eastman Institute for Oral Health at the University of Rochester Medical Center is seeking a dynamic and qualified individual to join our faculty as an Assistant Professor. This full-time, position offers an exciting opportunity for an educator passionate about advancing dental education through curriculum development, assessment, teaching, research and innovation. Key Responsibilities: Curriculum Development: Collaborate with Program Directors and Departmental Chairpersons to design, implement, and continuously enhance the dental residency curriculum. Ensure alignment with current dental practices and Commission on Dental Accreditation (CODA) standards. Incorporate advanced educational methodologies and technologies to enhance the learning experience. Assessment and Evaluation: Develop and implement strategies to assess resident progress and evaluate program effectiveness. Analyze assessment data to drive curriculum improvements and boost educational outcomes. Represent the EIOH on university committees specific to assessment and evaluation. Professional Development: Develop and oversee specialized programs to support the ongoing professional growth of dental residents. Organize workshops, seminars, and mentorship opportunities to address emerging trends and skills in the field of dentistry. 4.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Collaboration and Leadership: o&nbsp;&nbsp; Partner with faculty members to ensure cohesive and comprehensive educational delivery. o&nbsp;&nbsp; Provide guidance and support to MS students, fostering a continuous learning environment. &nbsp; 5.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Research and Innovation: a)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Access to Oral Health Care Among Underserved Populations: Design and conduct research studies aimed at identifying and addressing barriers to oral health care access among underserved populations, including low-income, rural, and minority groups. Develop and evaluate interventions that increase access to dental se",,,New York Public
Assistant Professor,https://apply.interfolio.com/168694,NY,Faculty,University of Rochester,"Wilmot, NY","The Institute of Optics, University of Rochester (UR), seeks tenure-track assistant professor candidates for the Zuegel Family Professorship in laser science. Candidates should have a PhD in optics, photonics, optical engineering, physics, or a related discipline.&nbsp; All areas of laser science will be considered, with special consideration for candidates who are able to collaborate with UR's Laboratory for Laser Energetics. The successful candidate will be expected to build an independent research group, teach at both the undergraduate and graduate levels, and participate in the national and international community of optics, photonics and laser science.&nbsp; The University of Rochester is a distinguished research university, and The Institute of Optics is the USA's original institute and academic center for the study of Applied Optics, Fundamental Optical Sciences, and Optical Engineering.&nbsp; Our subfields include laser science and engineering, quantum optics, physical optics (applied to medical imaging, space technologies and a host of commercial technologies), optical design and engineering, nano-optics, medical optics and vision, quantum optics, ultrafast optics, integrated photonics, optical fiber communications, and optical engineering for energy and the environment.&nbsp;&nbsp; The Institute has been awarding optics degrees at the BS, MS and PhD levels since 1929.&nbsp;&nbsp;&nbsp; Students take classes and do research in areas ranging from optical engineering (optical system design, laser science and engineering, efficient light collection and illumination, optomechanics, coatings, optical fabrication and testing, waveguide design) to optical science (nano-optics, quantum optics,&nbsp; nonlinear optics,&nbsp; high energy laser research,&nbsp; optical materials,&nbsp; light propagation).&nbsp;&nbsp; Over 2500 graduates of the Institute have gone to major research universities, government laboratories, successful entrepreneurial activities, teaching, an",,,New York Public
Assistant Professor,https://apply.interfolio.com/156725,NY,Faculty,University of Rochester,"School of Medicine and Dentistry, NY","The Department of Anesthesiology and Perioperative Medicine is seeking a general anesthesiologist at the Professor of Clinical /&nbsp; Associate Professor of Clinical / Assistant Professor of Clinical level. Duties will include delivery of anesthesia care to patients, clinical and didactic teaching for residents, and supervision of CRNAs.",,,New York Public
Assistant Professor,https://apply.interfolio.com/174031,NY,Faculty,University of Rochester,"Rochester, NY","The Department of Family Medicine is seeking a Family Medicine Physician faculty member to work within Highland Family Medicine where there are ample opportunities for faculty development within a robust tradition of mentorship. Teaching and clinical supervision of family medicine residents and fellows, medical students and other trainees is an integral part of this position. Duties may at times include any combination of the following: &nbsp;Patient care, teaching, independent or sponsored research, administrative duties, community outreach, and University-related public service. &nbsp;The exact distribution of these responsibilities will vary from time to time according to University, department, and division needs, your interests, and your career trajectory. &nbsp;In general, this applicant will be expected to be a productive member of the University community, whether productivity is measured by patient care, active research, teaching, and/or administrative service.",,,New York Public
Assistant Professor,https://apply.interfolio.com/161094,NY,Faculty,University of Rochester,"Rochester - NY, NY","Position Description: The Neuromuscular Division in the Department of Neurology at the University of Rochester Medical Center (URMC) has an opening for a full-time Neuromuscular Specialist/electromyographer for a tenure accruing position at the rank of Assistant Professor to join a dynamic multidisciplinary team of clinicians and scientists at one of the country’s top-tier clinical, research, and teaching universities.&nbsp; The Department is one of the top ranked NIH-funded Medical School Departments of Neurology in the country with over 100 faculty within 15 divisions. The Department has an adult and a pediatric neurology residency program, as well as an ACGME-accredited fellowship programs in many subspecialty areas.&nbsp; It is also a site for the NeuroNext Program and the University of Rochester has an active Clinical and Translational Science Institute. &nbsp; The Neuromuscular Disease Center is one of the leading Neuromuscular Disease Centers in the country, with rich expertise in clinical care, teaching and research across a range of neuromuscular disorders, clinical neurophysiology, neuromuscular pathology, experimental therapeutics and basic and translational research in neuromuscular disorders. &nbsp; &nbsp;",,,New York Public
Assistant Professor,https://apply.interfolio.com/174859,NY,Faculty,University of Rochester,"Rochester - NY, NY","Position Description: The Department of Neurology, Division of Neuromuscular Disease (NMD), at the University of Rochester Medical Center has an opening for a full-time Clinician/Scientist for a tenure accruing position at the rank of Assistant Professor to join a dynamic team of clinicians and scientists at one of the country’s top-tier clinical, research, and teaching universities. &nbsp; Successful candidates are expected to share the clinical responsibilities of the teaching and supervision of medical students, residents, and fellows as expected in the School of Medicine and Dentistry.&nbsp; Applicants should have excellent communication skills in regard to both patients and colleagues, enjoy working with patients of all ages, and be capable of utilizing electronic medical record systems. The Department of Neurology, and the Neuromuscular Disease Center at the University of Rochester represent a talented team of neurologists, scientists, nurse practitioners, therapists, nurses, technicians, research coordinators, trainees, and staff who are singularly focused on making a difference in the lives of people with neurological and disabling conditions.&nbsp; We are a committed group of over 100 faculty who routinely rank nationally as a US News and World Report Best Hospitals, and as one of the top Departments of Neurology in NIH funding. &nbsp;Rochester is an extremely livable, family-friendly, and attractive medium-sized city. Based on its residents’ short commute times, the relatively low cost of living, and the affordability of housing, Forbes Magazine ranked Rochester the 3rd best place in America to raise a family in 2010.&nbsp; Rochester has the arts, culture, and dining of larger cities along with five nationally ranked high schools. Located at the southern edge of Lake Ontario where the Finger Lakes meet the Great Lakes, Rochester provides easy access to a wealth of outdoor recreation. Rochester is a hub of innovation with a strong job market, educated workf",,,New York Public
Assistant Professor,https://apply.interfolio.com/166851,NY,Faculty,University of Rochester,"Rochester - NY, NY","Faculty job description The Division of Cognitive and Behavioral Neurology within the Department of Neurology, University of Rochester Medical Center invites applications for a full-time Assistant Professor of Clinical Neurology. Clinical responsibilities include assessment of patients in our multi-disciplinary outpatient clinic. The successful candidate for this position will have experience and expertise in neurodegenerative disorders, the ability to conduct comprehensive assessments of patients with a broad range of neurologic and psychiatric conditions, generate research consistent with their interests and the mission of the Department, and educate students, residents and fellows about assessment and treatment of cognitive disorders. Candidates must possess a commitment to compassionate patient care and the ability to work effectively in a collaborative environment.&nbsp; We seek a highly committed behavioral neurologist or neuropsychiatrist who is determined to contribute to the clinical, research and teaching missions of the Medical Center. The successful candidate will have numerous opportunities for collaboration within the department (Memory Care Program, Strong Epilepsy Center, Movement Disorders, Multiple Sclerosis and Neuroimmunology, Stroke and Cerebrovascular Center) and elsewhere within and outside the Medical Center (Department of Psychiatry, Department of Neurosurgery, Rochester Center for Brain Imaging, Del Monte Neuromedicine Institute, Center for Health + Technology and Center for Translational Neuromedicine).&nbsp; The UR Main and Medical Center campuses are adjacent to one another, facilitating interdisciplinary collaboration. The Department of Neurology at the University of Rochester represents a talented team of neurologists, scientists, nurse practitioners, nurses, research coordinators, trainees, and staff who are singularly focused on making a difference in the lives of people with neurological and disabling conditions.&nbsp; We are a comm",,,New York Public
Assistant Professor,https://apply.interfolio.com/176672,NY,Faculty,University of Rochester,"Rochester - NY, NY","The Department of Neurology, University of Rochester School of Medicine and Dentistry invites applications for a full-time Assistant Professor in the area of movement disorders at Strong Memorial Hospital.&nbsp; &nbsp; The program offers outstanding opportunities for 1) participation in a multidisciplinary movement disorders team; 2) develop research/academic interests; 3) teaching of residents, fellows, and students.",,,New York Public
Assistant Professor,https://careers.rpi.edu/en-us/job/495794/assistant-professor,NY,Faculty,Rensselaer Polytechnic Institute,"Rensselaer Polytechnic Institute, NY",,,,New York Public
Assistant Professor,https://jobs.oit.edu/postings/7223,OR,Faculty,Oregon Institute of Technology,"Klamath Falls, OR",,,,Oregon
Assistant Professor,https://employment.unl.edu/postings/98932,NE,Faculty,University of Nebraska-Lincoln,"Lincoln, NE",,,,Nebraska
Assistant Professor,https://employment.unl.edu/postings/98638,NE,Faculty,University of Nebraska-Lincoln,"Lincoln, NE",,,,Nebraska
Assistant Professor,https://unm.csod.com/ux/ats/careersite/18/home/requisition/31781?c=unm,NM,Faculty,University of New Mexico,"Albuquerque, NM",,,,
Assistant Professor,https://indiana.peopleadmin.com/postings/32466,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
Assistant Professor,https://indiana.peopleadmin.com/postings/31331,IN,Faculty,Indiana University,"Bloomington, IN",,,,Indiana
Assistant Professor,https://marshall.peopleadmin.com/postings/31264,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://marshall.peopleadmin.com/postings/31213,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://marshall.peopleadmin.com/postings/30752,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://marshall.peopleadmin.com/postings/30722,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://marshall.peopleadmin.com/postings/30721,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://marshall.peopleadmin.com/postings/30720,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://marshall.peopleadmin.com/postings/30710,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://marshall.peopleadmin.com/postings/30637,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://marshall.peopleadmin.com/postings/30577,WV,Faculty,Marshall University,"Huntington, WV",,,,West Virginia
Assistant Professor,https://www.ugajobsearch.com/postings/471438,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/460197,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/458364,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/455905,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/455903,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/455879,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/455836,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/452716,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/434451,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://www.ugajobsearch.com/postings/434410,GA,Faculty,University of Georgia,"Athens, GA",,,,Georgia
Assistant Professor,https://spelman.peopleadmin.com/postings/9959,GA,Faculty,Spelman College,"Atlanta, GA",,,,Georgia
Assistant Professor,https://jobs.uca.edu/postings/18527,AR,Faculty,University of Central Arkansas,"Conway, AR",,,,Arkansas
Assistant Professor,https://jobs.uca.edu/postings/18520,AR,Faculty,University of Central Arkansas,"Conway, AR",,,,Arkansas
Assistant Professor,https://jobs.uca.edu/postings/18449,AR,Faculty,University of Central Arkansas,"Conway, AR",,,,Arkansas
Assistant Professor,https://careers.k-state.edu/jobs/assistant-professor-manhattan-kansas-united-states-edb082bf-cf82-4bf3-96ac-696485656045,KS,Faculty,Kansas State University,"Manhattan, KS",,,,Kansas
Assistant Professor,https://careers.k-state.edu/jobs/assistant-professor-manhattan-kansas-united-states-ae26f9a1-3bce-40ce-87cb-ac80d5a4f813,KS,Faculty,Kansas State University,"Manhattan, KS",,,,Kansas
Assistant Professor,https://uta.peopleadmin.com/postings/32983,TX,Faculty,University of Texas at Arlington,"Arlington, TX",,,,Texas
Assistant Professor,https://uta.peopleadmin.com/postings/32978,TX,Faculty,University of Texas at Arlington,"Arlington, TX",,,,Texas
Assistant Professor,https://explore.jobs.ufl.edu/en-us/job/537892/assistant-professor,FL,Faculty,University of Florida,"Gainesville, FL",,,,Florida
Assistant Professor,https://explore.jobs.ufl.edu/en-us/job/537101/assistant-professor,FL,Faculty,University of Florida,"Gainesville, FL",,,,Florida
Assistant Professor -,https://prd.hcm.ndus.edu/psc/recruit/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2958531&PostingSeq=1,ND,Faculty,North Dakota State University,"Fargo, ND",,,,North Dakota
Assistant Professor -,https://prd.hcm.ndus.edu/psc/recruit/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2958447&PostingSeq=1,ND,Faculty,North Dakota State University,"Fargo, ND",,,,North Dakota
Assistant Professor -,https://prd.hcm.ndus.edu/psc/recruit/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2958429&PostingSeq=1,ND,Faculty,North Dakota State University,"Fargo, ND",,,,North Dakota
Assistant Professor -,https://prd.hcm.ndus.edu/psc/recruit/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=2957864&PostingSeq=2,ND,Faculty,North Dakota State University,"Fargo, ND",,,,North Dakota
Assistant Professor - 2719,https://jobs.uncp.edu/postings/12976,NC,Faculty,UNC Pembroke,"Pembroke, NC",,2719,2719,
Assistant Professor - Accounting (Reopened),https://cuny.jobs/queens-ny/assistant-professor-accounting-reopened/C1A9CD0E61DA4963AB2F708667706FC4/job/,NY,Faculty,Queens College,"Queens College, NY","Assistant Professor - Accounting (Reopened) FACULTY VACANCY ANNOUNCEMENT The Business Department of Queensborough Community College is seeking applications for a tenure track Assistant Professor faculty position in the field of accounting. We are interested in candidates who have professional or teaching experience in the field of accounting. Reporting to the Department Chairperson, the candidate will perform teaching and research in areas of expertise and share responsibilities for committee and department assignments, performing administrative, supervisory and other functions as may be assigned. CUNY is an equal opportunity employer, is committed to increasing the diversity of its workforce and is dedicated to recruiting and retaining professionals who share the College’s commitment to equity. It welcomes nominations of, and applications from members of protected groups including minorities, women, veterans and individuals with disabilities, as well as others who would bring additional perspectives to the university’s mission. Candidates with demonstrated commitment to diversity and inclusiveness through their research, teaching and/or service are also encouraged to apply. One of Queensborough Community College’s greatest strengths, and a necessary element of excellence, is the diversity of our community. We strive to attract and nurture a talented and diverse faculty and staff that proudly reflect the unique character of the local Queens community, the most diverse county in the United States. As a community college in the CUNY system, our diverse student population primarily take general education and lower division courses often for university transfer. Contractual teaching load is 24 contact hours for the academic year, summer optional. Faculty on Assistant Professor tenure track receive reassigned time to pursue scholarship. For additional information please visit https://www.qcc.cuny.edu/business/index.html QUALIFICATIONS Ph.D. degree or equivalent from a regionally accredited college/university in Accounting or related field or a Master’s Degree in Accounting or related field or MBA from a regionally accredited college/university in accounting or taxation andaCPA. PREFERRED QUALIFICATIONS MBA Demonstrated professional business accounting experience in the field. Prior undergraduate teaching experience (in-person, hybrid, or fully online) in a broad range of accounting courses including Principles of Accounting, Intermediate Accounting, Taxes, Cost Accounting, and Computerized Accounting. Experience with curriculum development, program assessment, service on committees. Experience with Learning Management Platforms (LMS) such as Brightspace teaching in various modalities. Experience teaching a diverse student population. A record of recent publications and/or scholarly research and grants. COMPENSATION Salary $84,011 - $91,922. Commensurate with experience and qualifications. Please refer to https://psc-cuny.org/issues/contract-apeoplescuny/ta-2023-2027/salary-schedules/ for the PSC-CUNY recently ratified salary schedules reflecting the 2023-2027 contract. CUNY offers faculty competitive compensation and benefits package covering health insurance, pension and retirement benefits, paid parental leave, and savings programs. We also provide mentoring and support for research, scholarship, and publication as part of our commitment to ongoing faculty professional development. HOW TO APPLY Visit www.cuny.edu, access the employment page, log in or create a new user account, and search for this vacancy using the Job ID or Title. Select ""Apply Now"" and provide the requested information. Candidates must provide a CV/resume and cover letter. CLOSING DATE SEARCH REOPENED Open Until Filled. Previous Applicants need not reapply. JOB SEARCH CATEGORY CUNY Job Posting: Faculty EQUAL EMPLOYMENT OPPORTUNITY CUNY encourages people with disabilities, minorities, veterans and women to apply. At CUNY, Italian Americans are also included among our protected groups. Applicants and employees will not be discriminated against on the basis of any legally protected category, including sexual orientation or gender identity. EEO/AA/Vet/Disability Employer. Job ID: 30665 Location: Queensborough CC Job Type: Full-Time",Accounting (Reopened),Accounting (Reopened),New York Public
Assistant Professor - Accounting Region: Southern Tier Open until filled,http://oneonta.interviewexchange.com/jobofferdetails.jsp?JOBID=195328,NY,Faculty,SUNY Oneonta,"SUNY Oneonta, NY",,Accounting Region: Southern Tier Open until filled,Accounting Region: Southern Tier Open until filled,New York Public
Assistant Professor - Advertising and Public Relations,https://marshall.peopleadmin.com/postings/30519,WV,Faculty,Marshall University,"Huntington, WV",,Advertising and Public Relations,Advertising and Public Relations,West Virginia
Assistant Professor - AI/Emerging Technologies Librarian,https://unomaha.peopleadmin.com/postings/25101,NE,Faculty,University of Nebraska Omaha,"Omaha, NE",,AI/Emerging Technologies Librarian,AI/Emerging Technologies Librarian,Nebraska
Assistant Professor - Anesthesiology,https://marshall.peopleadmin.com/postings/25708,WV,Faculty,Marshall University,"Huntington, WV",,Anesthesiology,Anesthesiology,West Virginia
Assistant Professor - Anthropology,https://waynetalent.csod.com/ux/ats/careersite/2/home/requisition/2964?c=waynetalent,MI,Faculty,Wayne State University,"Detroit, MI",,Anthropology,Anthropology,
Assistant Professor - Applied Data Science,https://csucareers.calstate.edu/en-us/job/551693/assistant-professor-applied-data-science,CSU,Instructional Faculty – Tenured/Tenure-Track,San Jose State University,"San José, CA",,Applied Data Science,Applied Data Science,California Public
Assistant Professor - Astrophysics and Planetary Science,https://jobs.villanova.edu/postings/31112,PA,Faculty,Villanova University,"Villanova, PA",,Astrophysics and Planetary Science,Astrophysics and Planetary Science,
Assistant Professor - Athletic Training,https://unomaha.peopleadmin.com/postings/24772,NE,Faculty,University of Nebraska Omaha,"Omaha, NE",,Athletic Training,Athletic Training,Nebraska
Assistant Professor - Bioarchaeology Region: Central New York Open until filled,https://jobs.cortland.edu/postings/10331,NY,Faculty,SUNY Cortland,"SUNY Cortland, NY",,Bioarchaeology Region: Central New York Open until filled,Bioarchaeology Region: Central New York Open until filled,New York Public
Assistant Professor - Biological Sciences Region: Central New York Open until filled,https://jobs.cortland.edu/postings/9167,NY,Faculty,SUNY Cortland,"SUNY Cortland, NY",,Biological Sciences Region: Central New York Open until filled,Biological Sciences Region: Central New York Open until filled,New York Public
Assistant Professor - Biology/Communication Sciences,https://waynetalent.csod.com/ux/ats/careersite/2/home/requisition/3051?c=waynetalent,MI,Faculty,Wayne State University,"Detroit, MI",,Biology/Communication Sciences,Biology/Communication Sciences,
Assistant Professor - Biomedical Engineering (AY26/27),https://csucareers.calstate.edu/en-us/job/552475/assistant-professor-biomedical-engineering-ay2627,CSU,Instructional Faculty – Tenured/Tenure-Track,,"Cal Poly - San Luis Obispo Campus, CA",,Biomedical Engineering (AY26/27),Biomedical Engineering (AY26/27),California Public
Assistant Professor - Biomedical Sciences AI Region: Capital Open until filled,http://albany.interviewexchange.com/jobofferdetails.jsp?JOBID=194747,NY,Faculty,University at Albany (SUNY),"University at Albany (SUNY), NY",,Biomedical Sciences AI Region: Capital Open until filled,Biomedical Sciences AI Region: Capital Open until filled,New York Public
Assistant Professor - Biomedical Sciences Region: Capital Open until filled,https://albany.interviewexchange.com/jobofferdetails.jsp?JOBID=194747,NY,Faculty,University at Albany (SUNY),"University at Albany (SUNY), NY",,Biomedical Sciences Region: Capital Open until filled,Biomedical Sciences Region: Capital Open until filled,New York Public
Assistant Professor - Blue Technology,https://employmentopportunities.umb.edu/boston/en-us/job/528939/assistant-professor-blue-technology,UMass,Faculty Full Time,UMass Boston,"UMass Boston, MA",,Blue Technology,Blue Technology,Massachusetts Public
Assistant Professor - Business,https://yourfuture.sdbor.edu/postings/46732,SD,Faculty,Dakota State University,"Madison, SD",,Business,Business,South Dakota
Assistant Professor - Business Information Systems -Tenure Track,https://www.wmujobs.org/postings/3819,MI,Faculty,Western Michigan University,"Kalamazoo, MI",,Business Information Systems -Tenure Track,Business Information Systems -Tenure Track,
Assistant Professor - Business Information Systems and Analytics,https://jobs.ncat.edu/postings/39100,NC,Faculty,North Carolina A&T State University,"Greensboro, NC",,Business Information Systems and Analytics,Business Information Systems and Analytics,
Assistant Professor - CAEE,https://jobs.ncat.edu/postings/39414,NC,Faculty,North Carolina A&T State University,"Greensboro, NC",,CAEE,CAEE,
Assistant Professor - Ceramics,https://employment.unl.edu/postings/98600,NE,Faculty,University of Nebraska-Lincoln,"Lincoln, NE",,Ceramics,Ceramics,Nebraska
Assistant Professor - Child Neurology,https://apply.interfolio.com/151663,NY,Faculty,University of Rochester,"Rochester, NY","The Child Neurology Division in the Department of Neurology at the University of Rochester Medical Center (URMC) has an opening for a full-time child neurologist for a tenure accruing position at the rank of Assistant Professor to join a dynamic multidisciplinary team of clinicians and scientists at one of the country’s top-tier clinical, research, and teaching universities. The URMC Division of Child Neurology is seeking to build a pediatric neurocritical care program in conjunction with the Division of Pediatric Critical Care.&nbsp; The faculty member would participate in direct patient care primarily in the inpatient setting and would work closely with the Pediatric Critical Care faculty to help build and grow a Neurocritical Care program. Department of Neurology - Division of Child Neurology The Department of Neurology is proud to be one of the most prominent academic and clinical department at the University of Rochester Medical Center. The Department includes 11 divisions committed to compassionate clinical care, educational excellence, and innovative research.&nbsp;The team comprises nearly 125 faculty members, over 25 advanced practice providers, 60 residents and fellows, and 280 staff. The Division of Child Neurology provides leading-edge neurological care, combining the most advanced subspecialty expertise with cutting-edge treatments with an emphasis on access, quality, and equity.&nbsp; The Division of Child Neurology offers state-of-the-art services by nationally known physicians with the highest levels of training and the most regional experience. The division currently has 22 faculty physicians, 1 neuropsychologist, 1 genetic counselor, 7 advanced practice providers, 3 nurses, and a social worker who provide multidisciplinary care at the Golisano Children’s Hospital from a catchment area that extends beyond the Pennsylvania state line to the South, into Vermont to the East and beyond Buffalo to the West. They provide services to approximately 10,000 o",Child Neurology,Child Neurology,New York Public
Assistant Professor - Civil Engineering,https://jobs.montana.edu/postings/49396,MT,Faculty,Montana State University,"Bozeman, MT",,Civil Engineering,Civil Engineering,
Assistant Professor - Civil Engineering Technology (2 Positions) Region: Long Island Open until filled,http://farmingdale.interviewexchange.com/jobofferdetails.jsp?JOBID=194113,NY,Faculty,Farmingdale State College (SUNY),"Farmingdale State College (SUNY), NY",,Civil Engineering Technology (2 Positions) Region: Long Island Open until filled,Civil Engineering Technology (2 Positions) Region: Long Island Open until filled,New York Public
Assistant Professor - Climate Science,https://employmentopportunities.umb.edu/boston/en-us/job/528792/assistant-professor-climate-science,UMass,Faculty Full Time,UMass Boston,"UMass Boston, MA",,Climate Science,Climate Science,Massachusetts Public
